parent_directory|object_type|name|size_in_bytes
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|misc.cpython-310.pyc|22232
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|models.cpython-310.pyc|1966
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|packaging.cpython-310.pyc|2058
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|setuptools_build.cpython-310.pyc|4577
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|subprocess.cpython-310.pyc|5749
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|temp_dir.cpython-310.pyc|7293
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|unpacking.cpython-310.pyc|6630
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|urls.cpython-310.pyc|1563
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|virtualenv.cpython-310.pyc|3266
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|wheel.cpython-310.pyc|4391
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|_log.cpython-310.pyc|1498
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\utils\__pycache__|File|__init__.cpython-310.pyc|170
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|bazaar.py|3519
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|git.py|18116
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|mercurial.py|5238
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|subversion.py|11729
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|versioncontrol.py|22811
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|File|__init__.py|596
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs|Directory|__pycache__|51067
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|bazaar.cpython-310.pyc|3459
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|git.cpython-310.pyc|12523
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|mercurial.cpython-310.pyc|5039
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|subversion.cpython-310.pyc|8431
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|versioncontrol.cpython-310.pyc|21122
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\vcs\__pycache__|File|__init__.cpython-310.pyc|493
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|build_env.cpython-310.pyc|9689
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|cache.cpython-310.pyc|9243
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|configuration.cpython-310.pyc|11191
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|exceptions.cpython-310.pyc|25916
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|main.cpython-310.pyc|596
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|pyproject.cpython-310.pyc|3598
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|self_outdated_check.cpython-310.pyc|6620
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|wheel_builder.cpython-310.pyc|9108
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\__pycache__|File|__init__.cpython-310.pyc|731
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|File|six.py|34549
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|File|typing_extensions.py|80114
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|File|vendor.txt|476
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|File|__init__.py|4966
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|cachecontrol|84739
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|certifi|282480
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|chardet|1844653
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|colorama|109632
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|distlib|1434809
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|distro|93559
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|idna|477206
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|msgpack|77818
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|packaging|175193
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|pkg_resources|209343
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|platformdirs|77475
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|pygments|836201
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|pyparsing|687212
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|pyproject_hooks|46759
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|requests|326119
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|resolvelib|63098
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|rich|1890465
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|tenacity|99815
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|tomli|46792
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|urllib3|685769
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|webencodings|56186
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor|Directory|__pycache__|95680
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|adapter.py|5033
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|cache.py|1535
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|compat.py|778
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|controller.py|16416
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|filewrapper.py|3946
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|heuristics.py|4154
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|serialize.py|7105
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|wrapper.py|774
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|_cmd.py|1379
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|File|__init__.py|465
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|Directory|caches|13424
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol|Directory|__pycache__|29730
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches|File|file_cache.py|5271
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches|File|redis_cache.py|1033
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches|File|__init__.py|242
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches|Directory|__pycache__|6878
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__|File|file_cache.cpython-310.pyc|4940
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__|File|redis_cache.cpython-310.pyc|1598
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__|File|__init__.cpython-310.pyc|340
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|adapter.cpython-310.pyc|3135
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|cache.cpython-310.pyc|2669
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|compat.cpython-310.pyc|735
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|controller.cpython-310.pyc|8569
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|filewrapper.cpython-310.pyc|2771
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|heuristics.cpython-310.pyc|4695
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|serialize.cpython-310.pyc|4310
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|wrapper.cpython-310.pyc|666
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|_cmd.cpython-310.pyc|1559
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__|File|__init__.cpython-310.pyc|621
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi|File|cacert.pem|275233
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi|File|core.py|4279
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi|File|__init__.py|94
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi|File|__main__.py|255
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi|Directory|__pycache__|2619
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi\__pycache__|File|core.cpython-310.pyc|1903
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi\__pycache__|File|__init__.cpython-310.pyc|283
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\certifi\__pycache__|File|__main__.cpython-310.pyc|433
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|big5freq.py|31274
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|big5prober.py|1763
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|chardistribution.py|10032
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|charsetgroupprober.py|3915
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|charsetprober.py|5420
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|codingstatemachine.py|3732
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|codingstatemachinedict.py|542
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|cp949prober.py|1860
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|enums.py|1683
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|escprober.py|4006
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|escsm.py|12176
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|eucjpprober.py|3934
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|euckrfreq.py|13566
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|euckrprober.py|1753
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|euctwfreq.py|36913
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|euctwprober.py|1753
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|gb2312freq.py|20735
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|gb2312prober.py|1759
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|hebrewprober.py|14537
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|jisfreq.py|25796
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|johabfreq.py|42498
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|johabprober.py|1752
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|jpcntx.py|27055
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langbulgarianmodel.py|104562
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langgreekmodel.py|98484
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langhebrewmodel.py|98196
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langhungarianmodel.py|101363
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langrussianmodel.py|128035
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langthaimodel.py|102774
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|langturkishmodel.py|95372
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|latin1prober.py|5380
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|macromanprober.py|6077
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|mbcharsetprober.py|3715
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|mbcsgroupprober.py|2131
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|mbcssm.py|30391
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|resultdict.py|402
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|sbcharsetprober.py|6400
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|sbcsgroupprober.py|4137
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|sjisprober.py|4007
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|universaldetector.py|14848
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|utf1632prober.py|8505
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|utf8prober.py|2812
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|version.py|244
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|File|__init__.py|4797
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|Directory|cli|6432
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|Directory|metadata|21901
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet|Directory|__pycache__|725234
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\cli|File|chardetect.py|3242
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\cli|File|__init__.py|0
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\cli|Directory|__pycache__|3190
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\cli\__pycache__|File|chardetect.cpython-310.pyc|3016
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\cli\__pycache__|File|__init__.cpython-310.pyc|174
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\metadata|File|languages.py|13560
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\metadata|File|__init__.py|0
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\metadata|Directory|__pycache__|8341
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\metadata\__pycache__|File|languages.cpython-310.pyc|8162
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\metadata\__pycache__|File|__init__.cpython-310.pyc|179
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|big5freq.cpython-310.pyc|27157
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|big5prober.cpython-310.pyc|1135
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|chardistribution.cpython-310.pyc|6552
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|charsetgroupprober.cpython-310.pyc|2402
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|charsetprober.cpython-310.pyc|3808
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|codingstatemachine.cpython-310.pyc|3045
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|codingstatemachinedict.cpython-310.pyc|674
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|cp949prober.cpython-310.pyc|1142
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|enums.cpython-310.pyc|2635
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|escprober.cpython-310.pyc|2793
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|escsm.cpython-310.pyc|8496
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|eucjpprober.cpython-310.pyc|2579
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|euckrfreq.cpython-310.pyc|12041
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|euckrprober.cpython-310.pyc|1143
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|euctwfreq.cpython-310.pyc|27161
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|euctwprober.cpython-310.pyc|1143
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|gb2312freq.cpython-310.pyc|19085
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|gb2312prober.cpython-310.pyc|1151
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|hebrewprober.cpython-310.pyc|3392
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|jisfreq.cpython-310.pyc|22113
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|johabfreq.cpython-310.pyc|138737
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|johabprober.cpython-310.pyc|1142
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|jpcntx.cpython-310.pyc|37963
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langbulgarianmodel.cpython-310.pyc|47905
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langgreekmodel.cpython-310.pyc|46095
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langhebrewmodel.cpython-310.pyc|44542
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langhungarianmodel.cpython-310.pyc|47865
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langrussianmodel.cpython-310.pyc|61006
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langthaimodel.cpython-310.pyc|44718
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|langturkishmodel.cpython-310.pyc|44559
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|latin1prober.cpython-310.pyc|4541
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|macromanprober.cpython-310.pyc|4682
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|mbcharsetprober.cpython-310.pyc|2291
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|mbcsgroupprober.cpython-310.pyc|1239
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|mbcssm.cpython-310.pyc|20914
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|resultdict.cpython-310.pyc|554
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|sbcharsetprober.cpython-310.pyc|3660
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|sbcsgroupprober.cpython-310.pyc|1718
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|sjisprober.cpython-310.pyc|2617
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|universaldetector.cpython-310.pyc|7105
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|utf1632prober.cpython-310.pyc|6077
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|utf8prober.cpython-310.pyc|2087
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|version.cpython-310.pyc|419
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\chardet\__pycache__|File|__init__.cpython-310.pyc|3151
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|ansi.py|2522
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|ansitowin32.py|11128
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|initialise.py|3325
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|win32.py|6181
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|winterm.py|7134
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|File|__init__.py|266
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|Directory|tests|55305
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama|Directory|__pycache__|23771
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|ansitowin32_test.py|10678
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|ansi_test.py|2839
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|initialise_test.py|6741
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|isatty_test.py|1866
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|utils.py|1079
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|winterm_test.py|3709
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|File|__init__.py|75
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests|Directory|__pycache__|28318
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|ansitowin32_test.cpython-310.pyc|11580
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|ansi_test.cpython-310.pyc|2269
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|initialise_test.cpython-310.pyc|6877
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|isatty_test.cpython-310.pyc|2668
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|utils.cpython-310.pyc|1577
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|winterm_test.cpython-310.pyc|3170
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__|File|__init__.cpython-310.pyc|177
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|ansi.cpython-310.pyc|2983
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|ansitowin32.cpython-310.pyc|8495
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|initialise.cpython-310.pyc|2240
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|win32.cpython-310.pyc|4450
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|winterm.cpython-310.pyc|5146
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\colorama\__pycache__|File|__init__.cpython-310.pyc|457
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|compat.py|41259
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|database.py|51697
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|index.py|20834
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|locators.py|51991
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|manifest.py|14811
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|markers.py|5058
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|metadata.py|39801
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|resources.py|10820
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|scripts.py|18102
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|t32.exe|97792
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|t64-arm.exe|182784
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|t64.exe|108032
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|util.py|66262
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|version.py|23513
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|w32.exe|91648
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|w64-arm.exe|168448
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|w64.exe|101888
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|wheel.py|43898
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|File|__init__.py|581
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib|Directory|__pycache__|295590
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|compat.cpython-310.pyc|31387
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|database.cpython-310.pyc|43127
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|index.cpython-310.pyc|17292
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|locators.cpython-310.pyc|38349
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|manifest.cpython-310.pyc|10209
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|markers.cpython-310.pyc|5013
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|metadata.cpython-310.pyc|26766
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|resources.cpython-310.pyc|11015
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|scripts.cpython-310.pyc|11479
C:\Users\1\new_project\venv\Lib\site-packages\pip\_vendor\distlib\__pycache__|File|util.cpython-310.pyc|51674
