parent_directory|object_type|name|size_in_bytes
C:\Users\1\new_project\venv\|File|.gitignore|495
C:\Users\1\new_project\venv\|File|homework_5.py|1605
C:\Users\1\new_project\venv\|File|homework_6.py|1823
C:\Users\1\new_project\venv\|File|homework_6_2.py|2433
C:\Users\1\new_project\venv\|File|homework_6_a.py|406
C:\Users\1\new_project\venv\|File|homework_7_1.py|1546
C:\Users\1\new_project\venv\|File|Homework_7_2.py|1758
C:\Users\1\new_project\venv\|File|Homework_8.py|2433
C:\Users\1\new_project\venv\|File|pyvenv.cfg|163
C:\Users\1\new_project\venv\|File|task_1.py|4042
C:\Users\1\new_project\venv\|File|task_2.py|2175
C:\Users\1\new_project\venv\|File|task_8.csv|198624
C:\Users\1\new_project\venv\|File|task_8.json|412856
C:\Users\1\new_project\venv\|File|task_8.pickle|98547
C:\Users\1\new_project\venv\|Directory|.git|33752
C:\Users\1\new_project\venv\|Directory|Files_folder_7|0
C:\Users\1\new_project\venv\|Directory|Include|0
C:\Users\1\new_project\venv\|Directory|Lib|20528298
C:\Users\1\new_project\venv\|Directory|python_homework_1|24086
C:\Users\1\new_project\venv\|Directory|Scripts|989170
C:\Users\1\new_project\venv\|Directory|__pycache__|4143
C:\Users\1\new_project\venv\.git|File|COMMIT_EDITMSG|13
C:\Users\1\new_project\venv\.git|File|config|423
C:\Users\1\new_project\venv\.git|File|description|73
C:\Users\1\new_project\venv\.git|File|HEAD|21
C:\Users\1\new_project\venv\.git|File|index|625
C:\Users\1\new_project\venv\.git|Directory|hooks|23442
C:\Users\1\new_project\venv\.git|Directory|info|240
C:\Users\1\new_project\venv\.git|Directory|logs|2599
C:\Users\1\new_project\venv\.git|Directory|objects|5988
C:\Users\1\new_project\venv\.git|Directory|refs|328
C:\Users\1\new_project\venv\.git\hooks|File|applypatch-msg.sample|478
C:\Users\1\new_project\venv\.git\hooks|File|commit-msg.sample|896
C:\Users\1\new_project\venv\.git\hooks|File|fsmonitor-watchman.sample|4655
C:\Users\1\new_project\venv\.git\hooks|File|post-update.sample|189
C:\Users\1\new_project\venv\.git\hooks|File|pre-applypatch.sample|424
C:\Users\1\new_project\venv\.git\hooks|File|pre-commit.sample|1643
C:\Users\1\new_project\venv\.git\hooks|File|pre-merge-commit.sample|416
C:\Users\1\new_project\venv\.git\hooks|File|pre-push.sample|1374
C:\Users\1\new_project\venv\.git\hooks|File|pre-rebase.sample|4898
C:\Users\1\new_project\venv\.git\hooks|File|pre-receive.sample|544
C:\Users\1\new_project\venv\.git\hooks|File|prepare-commit-msg.sample|1492
C:\Users\1\new_project\venv\.git\hooks|File|push-to-checkout.sample|2783
C:\Users\1\new_project\venv\.git\hooks|File|update.sample|3650
C:\Users\1\new_project\venv\.git\info|File|exclude|240
C:\Users\1\new_project\venv\.git\logs|File|HEAD|1042
C:\Users\1\new_project\venv\.git\logs|Directory|refs|1557
C:\Users\1\new_project\venv\.git\logs\refs|Directory|heads|1009
C:\Users\1\new_project\venv\.git\logs\refs|Directory|remotes|548
C:\Users\1\new_project\venv\.git\logs\refs\heads|File|four|291
C:\Users\1\new_project\venv\.git\logs\refs\heads|File|main|146
C:\Users\1\new_project\venv\.git\logs\refs\heads|File|second|287
C:\Users\1\new_project\venv\.git\logs\refs\heads|File|third|285
C:\Users\1\new_project\venv\.git\logs\refs\remotes|Directory|origin|548
C:\Users\1\new_project\venv\.git\logs\refs\remotes\origin|File|four|137
C:\Users\1\new_project\venv\.git\logs\refs\remotes\origin|File|main|137
C:\Users\1\new_project\venv\.git\logs\refs\remotes\origin|File|second|137
C:\Users\1\new_project\venv\.git\logs\refs\remotes\origin|File|third|137
C:\Users\1\new_project\venv\.git\objects|Directory|02|149
C:\Users\1\new_project\venv\.git\objects|Directory|11|55
C:\Users\1\new_project\venv\.git\objects|Directory|23|780
C:\Users\1\new_project\venv\.git\objects|Directory|2a|117
C:\Users\1\new_project\venv\.git\objects|Directory|78|814
C:\Users\1\new_project\venv\.git\objects|Directory|89|230
C:\Users\1\new_project\venv\.git\objects|Directory|8a|150
C:\Users\1\new_project\venv\.git\objects|Directory|ad|751
C:\Users\1\new_project\venv\.git\objects|Directory|b5|153
C:\Users\1\new_project\venv\.git\objects|Directory|b7|291
C:\Users\1\new_project\venv\.git\objects|Directory|bb|881
C:\Users\1\new_project\venv\.git\objects|Directory|c4|173
C:\Users\1\new_project\venv\.git\objects|Directory|d2|92
C:\Users\1\new_project\venv\.git\objects|Directory|f7|1069
C:\Users\1\new_project\venv\.git\objects|Directory|fc|283
C:\Users\1\new_project\venv\.git\objects|Directory|info|0
C:\Users\1\new_project\venv\.git\objects|Directory|pack|0
C:\Users\1\new_project\venv\.git\objects\02|File|114c62818647827f7fc49adeaa1f6e19350ebb|149
C:\Users\1\new_project\venv\.git\objects\11|File|87f374d00791498c1ee6f55f98e8bcd36190c3|55
C:\Users\1\new_project\venv\.git\objects\23|File|d573b67a48786b405d70a5872790d744fd5150|780
C:\Users\1\new_project\venv\.git\objects\2a|File|8b1b7936b16b98300a976707647adf5429f7ad|117
C:\Users\1\new_project\venv\.git\objects\78|File|8a087ef928f449dc37a20b6fed1368c6df2436|814
C:\Users\1\new_project\venv\.git\objects\89|File|edd2309bba2cb48b716c6bb6f05e29cc9ce368|230
C:\Users\1\new_project\venv\.git\objects\8a|File|fb9ea20bd793883bba5c15410f68f4961198be|150
C:\Users\1\new_project\venv\.git\objects\ad|File|abb7745aae76b460385aae70c260f341faf3e4|751
C:\Users\1\new_project\venv\.git\objects\b5|File|2cec94f6211c1527c6c39a447b2dc373adce99|153
C:\Users\1\new_project\venv\.git\objects\b7|File|d90e19fc042edc9ce13fe0c461b396484b5064|291
C:\Users\1\new_project\venv\.git\objects\bb|File|940e350378bc280924a0742f97d3d833e94044|881
C:\Users\1\new_project\venv\.git\objects\c4|File|1d454c713ff57bb882e21fe40e438a80135216|173
C:\Users\1\new_project\venv\.git\objects\d2|File|49bc2e0be39b231d77b290457fdafc612d2fb4|92
C:\Users\1\new_project\venv\.git\objects\f7|File|f85041768eb121a6e16c2006847cc3a0bc945a|1069
C:\Users\1\new_project\venv\.git\objects\fc|File|a12e5ecca2d38983849289cddea9bd425034f8|283
C:\Users\1\new_project\venv\.git\refs|Directory|heads|164
C:\Users\1\new_project\venv\.git\refs|Directory|remotes|164
C:\Users\1\new_project\venv\.git\refs|Directory|tags|0
C:\Users\1\new_project\venv\.git\refs\heads|File|four|41
C:\Users\1\new_project\venv\.git\refs\heads|File|main|41
C:\Users\1\new_project\venv\.git\refs\heads|File|second|41
C:\Users\1\new_project\venv\.git\refs\heads|File|third|41
C:\Users\1\new_project\venv\.git\refs\remotes|Directory|origin|164
C:\Users\1\new_project\venv\.git\refs\remotes\origin|File|four|41
C:\Users\1\new_project\venv\.git\refs\remotes\origin|File|main|41
C:\Users\1\new_project\venv\.git\refs\remotes\origin|File|second|41
C:\Users\1\new_project\venv\.git\refs\remotes\origin|File|third|41
C:\Users\1\new_project\venv\Lib|Directory|site-packages|20528298
C:\Users\1\new_project\venv\Lib\site-packages|File|distutils-precedence.pth|151
C:\Users\1\new_project\venv\Lib\site-packages|Directory|certifi|286067
C:\Users\1\new_project\venv\Lib\site-packages|Directory|certifi-2023.5.7.dist-info|4355
C:\Users\1\new_project\venv\Lib\site-packages|Directory|charset_normalizer|351676
C:\Users\1\new_project\venv\Lib\site-packages|Directory|charset_normalizer-3.2.0.dist-info|35986
C:\Users\1\new_project\venv\Lib\site-packages|Directory|idna|477110
C:\Users\1\new_project\venv\Lib\site-packages|Directory|idna-3.4.dist-info|12816
C:\Users\1\new_project\venv\Lib\site-packages|Directory|pip|11749580
C:\Users\1\new_project\venv\Lib\site-packages|Directory|pip-23.0.1.dist-info|82576
C:\Users\1\new_project\venv\Lib\site-packages|Directory|pkg_resources|1571404
C:\Users\1\new_project\venv\Lib\site-packages|Directory|requests|324024
C:\Users\1\new_project\venv\Lib\site-packages|Directory|requests-2.31.0.dist-info|17732
C:\Users\1\new_project\venv\Lib\site-packages|Directory|setuptools|4848099
C:\Users\1\new_project\venv\Lib\site-packages|Directory|setuptools-65.5.0.dist-info|47922
C:\Users\1\new_project\venv\Lib\site-packages|Directory|urllib3|692195
C:\Users\1\new_project\venv\Lib\site-packages|Directory|urllib3-2.0.3.dist-info|12652
C:\Users\1\new_project\venv\Lib\site-packages|Directory|_distutils_hack|13953
C:\Users\1\new_project\venv\Lib\site-packages\certifi|File|cacert.pem|278952
C:\Users\1\new_project\venv\Lib\site-packages\certifi|File|core.py|4219
C:\Users\1\new_project\venv\Lib\site-packages\certifi|File|py.typed|0
C:\Users\1\new_project\venv\Lib\site-packages\certifi|File|__init__.py|94
C:\Users\1\new_project\venv\Lib\site-packages\certifi|File|__main__.py|243
C:\Users\1\new_project\venv\Lib\site-packages\certifi|Directory|__pycache__|2559
C:\Users\1\new_project\venv\Lib\site-packages\certifi\__pycache__|File|core.cpython-310.pyc|1879
C:\Users\1\new_project\venv\Lib\site-packages\certifi\__pycache__|File|__init__.cpython-310.pyc|271
C:\Users\1\new_project\venv\Lib\site-packages\certifi\__pycache__|File|__main__.cpython-310.pyc|409
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|INSTALLER|4
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|LICENSE|1052
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|METADATA|2190
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|RECORD|1009
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|top_level.txt|8
C:\Users\1\new_project\venv\Lib\site-packages\certifi-2023.5.7.dist-info|File|WHEEL|92
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|api.py|21723
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|cd.py|12944
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|constant.py|19596
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|legacy.py|2125
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|md.cp310-win_amd64.pyd|10752
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|md.py|19264
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|md__mypyc.cp310-win_amd64.pyd|114176
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|models.py|11829
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|py.typed|0
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|utils.py|11992
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|version.py|85
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|File|__init__.py|1623
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|Directory|assets|31910
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|Directory|cli|16660
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer|Directory|__pycache__|76997
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\assets|File|__init__.py|21509
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\assets|Directory|__pycache__|10401
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\assets\__pycache__|File|__init__.cpython-310.pyc|10401
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\cli|File|normalizer.py|10040
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\cli|File|__init__.py|0
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\cli|Directory|__pycache__|6620
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\cli\__pycache__|File|normalizer.cpython-310.pyc|6447
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\cli\__pycache__|File|__init__.cpython-310.pyc|173
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|api.cpython-310.pyc|11384
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|cd.cpython-310.pyc|9665
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|constant.cpython-310.pyc|17378
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|legacy.cpython-310.pyc|1833
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|md.cpython-310.pyc|14599
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|models.cpython-310.pyc|11492
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|utils.cpython-310.pyc|8826
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|version.cpython-310.pyc|253
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer\__pycache__|File|__init__.cpython-310.pyc|1567
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|entry_points.txt|76
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|INSTALLER|4
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|LICENSE|1090
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|METADATA|31912
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|RECORD|2783
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|top_level.txt|19
C:\Users\1\new_project\venv\Lib\site-packages\charset_normalizer-3.2.0.dist-info|File|WHEEL|102
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|codec.py|3374
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|compat.py|321
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|core.py|12950
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|idnadata.py|44375
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|intranges.py|1881
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|package_data.py|21
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|py.typed|0
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|uts46data.py|206539
C:\Users\1\new_project\venv\Lib\site-packages\idna|File|__init__.py|849
C:\Users\1\new_project\venv\Lib\site-packages\idna|Directory|__pycache__|206800
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|codec.cpython-310.pyc|2785
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|compat.cpython-310.pyc|714
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|core.cpython-310.pyc|9643
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|idnadata.cpython-310.pyc|38350
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|intranges.cpython-310.pyc|1951
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|package_data.cpython-310.pyc|178
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|uts46data.cpython-310.pyc|152365
C:\Users\1\new_project\venv\Lib\site-packages\idna\__pycache__|File|__init__.cpython-310.pyc|814
C:\Users\1\new_project\venv\Lib\site-packages\idna-3.4.dist-info|File|INSTALLER|4
C:\Users\1\new_project\venv\Lib\site-packages\idna-3.4.dist-info|File|LICENSE.md|1523
C:\Users\1\new_project\venv\Lib\site-packages\idna-3.4.dist-info|File|METADATA|9830
C:\Users\1\new_project\venv\Lib\site-packages\idna-3.4.dist-info|File|RECORD|1378
C:\Users\1\new_project\venv\Lib\site-packages\idna-3.4.dist-info|File|WHEEL|81
C:\Users\1\new_project\venv\Lib\site-packages\pip|File|py.typed|286
C:\Users\1\new_project\venv\Lib\site-packages\pip|File|__init__.py|357
C:\Users\1\new_project\venv\Lib\site-packages\pip|File|__main__.py|1198
C:\Users\1\new_project\venv\Lib\site-packages\pip|File|__pip-runner__.py|1444
C:\Users\1\new_project\venv\Lib\site-packages\pip|Directory|_internal|1922397
C:\Users\1\new_project\venv\Lib\site-packages\pip|Directory|_vendor|9821108
C:\Users\1\new_project\venv\Lib\site-packages\pip|Directory|__pycache__|2790
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|build_env.py|10243
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|cache.py|10734
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|configuration.py|13529
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|exceptions.py|24244
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|main.py|340
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|pyproject.py|6987
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|self_outdated_check.py|8167
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|wheel_builder.py|13079
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|File|__init__.py|573
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|cli|158339
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|commands|220308
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|distributions|20937
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|index|112971
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|locations|55634
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|metadata|122808
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|models|92759
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|network|101618
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|operations|154330
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|req|175572
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|resolution|203744
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|utils|225713
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|vcs|113076
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal|Directory|__pycache__|76692
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|autocompletion.py|6676
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|base_command.py|7842
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|cmdoptions.py|29497
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|command_context.py|774
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|main.py|2472
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|main_parser.py|4338
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|parser.py|10817
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|progress_bars.py|1968
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|req_command.py|18172
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|spinners.py|5118
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|status_codes.py|116
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|File|__init__.py|132
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli|Directory|__pycache__|70417
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|autocompletion.cpython-310.pyc|5284
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|base_command.cpython-310.pyc|6109
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|cmdoptions.cpython-310.pyc|23010
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|command_context.cpython-310.pyc|1291
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|main.cpython-310.pyc|1349
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|main_parser.cpython-310.pyc|2974
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|parser.cpython-310.pyc|9933
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|progress_bars.cpython-310.pyc|1875
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|req_command.cpython-310.pyc|13070
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|spinners.cpython-310.pyc|4941
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|status_codes.cpython-310.pyc|330
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\cli\__pycache__|File|__init__.cpython-310.pyc|251
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|cache.py|7582
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|check.py|1685
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|completion.py|4129
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|configuration.py|9815
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|debug.py|6591
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|download.py|5289
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|freeze.py|2951
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|hash.py|1703
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|help.py|1132
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|index.py|4793
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|inspect.py|3188
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|install.py|32389
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|list.py|12343
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|search.py|5697
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|show.py|6419
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|uninstall.py|3886
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|wheel.py|7396
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|File|__init__.py|3882
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands|Directory|__pycache__|99438
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|cache.cpython-310.pyc|6213
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|check.cpython-310.pyc|1548
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|completion.cpython-310.pyc|4139
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|configuration.cpython-310.pyc|8917
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|debug.cpython-310.pyc|6658
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|download.cpython-310.pyc|4188
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|freeze.cpython-310.pyc|2613
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|hash.cpython-310.pyc|2127
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|help.cpython-310.pyc|1288
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|index.cpython-310.pyc|4565
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|inspect.cpython-310.pyc|2948
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|install.cpython-310.pyc|20193
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|list.cpython-310.pyc|10275
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|search.cpython-310.pyc|5341
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|show.cpython-310.pyc|6502
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|uninstall.cpython-310.pyc|3309
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|wheel.cpython-310.pyc|5384
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\commands\__pycache__|File|__init__.cpython-310.pyc|3230
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|File|base.py|1221
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|File|installed.py|729
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|File|sdist.py|6494
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|File|wheel.py|1164
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|File|__init__.py|858
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions|Directory|__pycache__|10471
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__|File|base.cpython-310.pyc|1866
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__|File|installed.cpython-310.pyc|1243
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__|File|sdist.cpython-310.pyc|4974
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__|File|wheel.cpython-310.pyc|1610
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\distributions\__pycache__|File|__init__.cpython-310.pyc|778
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index|File|collector.py|16504
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index|File|package_finder.py|37873
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index|File|sources.py|6557
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index|File|__init__.py|30
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index|Directory|__pycache__|52007
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__|File|collector.cpython-310.pyc|15272
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__|File|package_finder.cpython-310.pyc|29432
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__|File|sources.cpython-310.pyc|7098
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\index\__pycache__|File|__init__.cpython-310.pyc|205
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations|File|base.py|2556
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations|File|_distutils.py|6100
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations|File|_sysconfig.py|7680
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations|File|__init__.py|15365
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations|Directory|__pycache__|23933
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__|File|base.cpython-310.pyc|2375
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__|File|_distutils.cpython-310.pyc|4580
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__|File|_sysconfig.cpython-310.pyc|5971
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\locations\__pycache__|File|__init__.cpython-310.pyc|11007
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\metadata|File|base.py|25277
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\metadata|File|pkg_resources.py|9773
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\metadata|File|_json.py|2595
C:\Users\1\new_project\venv\Lib\site-packages\pip\_internal\metadata|File|__init__.py|4280
